epoch,learning_rate,loss,val_loss
0,0.0003000000142492354,0.022637657821178436,0.012240061536431313
1,0.0003000000142492354,0.01419318187981844,0.011597512289881706
2,0.0003000000142492354,0.012783483602106571,0.012440910562872887
3,0.0003000000142492354,0.012328322045505047,0.011523394845426083
4,0.0003000000142492354,0.01215154118835926,0.010555591434240341
5,0.0003000000142492354,0.011759188957512379,0.010788742452859879
6,0.0003000000142492354,0.011198603548109531,0.009868110530078411
7,0.0003000000142492354,0.011393887922167778,0.010593954473733902
8,0.0003000000142492354,0.011226039379835129,0.010944085195660591
9,0.0003000000142492354,0.011093759909272194,0.010170366615056992
10,0.0003000000142492354,0.010616907849907875,0.010237070731818676
11,0.0003000000142492354,0.01096746139228344,0.009749352000653744
12,0.0003000000142492354,0.010692265816032887,0.009347381070256233
13,0.0003000000142492354,0.010854056105017662,0.010177790187299252
14,0.0003000000142492354,0.010573104955255985,0.010305727832019329
15,0.0003000000142492354,0.01127894502133131,0.009557354263961315
16,0.0003000000142492354,0.010350065305829048,0.008732534013688564
17,0.0003000000142492354,0.010134734213352203,0.010083848610520363
18,0.0003000000142492354,0.010252490639686584,0.010266391560435295
19,0.0003000000142492354,0.009767345152795315,0.00995226576924324
20,0.0003000000142492354,0.009935274720191956,0.010760139673948288
21,0.0003000000142492354,0.009976760484278202,0.011733157560229301
22,0.0001500000071246177,0.009400828741490841,0.0086488276720047
23,0.0001500000071246177,0.009265242144465446,0.00889880582690239
24,0.0001500000071246177,0.009273027069866657,0.009580370038747787
25,0.0001500000071246177,0.008947005495429039,0.009329437278211117
26,0.0001500000071246177,0.008871383965015411,0.009022315964102745
27,7.500000356230885e-05,0.00887711625546217,0.008549073711037636
28,7.500000356230885e-05,0.008871153928339481,0.008666304871439934
29,7.500000356230885e-05,0.008589197881519794,0.008382052183151245
30,7.500000356230885e-05,0.008685247041285038,0.00858174730092287
31,7.500000356230885e-05,0.008555091917514801,0.00879631470888853
32,7.500000356230885e-05,0.008720744401216507,0.008838525973260403
33,7.500000356230885e-05,0.00867121946066618,0.00857730396091938
34,7.500000356230885e-05,0.008483302779495716,0.008853455074131489
35,3.7500001781154424e-05,0.00809800997376442,0.008498081006109715
36,3.7500001781154424e-05,0.008399995975196362,0.008356070145964622
37,3.7500001781154424e-05,0.00840727612376213,0.008667625486850739
38,3.7500001781154424e-05,0.00830585416406393,0.008497255854308605
39,3.7500001781154424e-05,0.008323628455400467,0.00831657275557518
40,1.8750000890577212e-05,0.008059713058173656,0.008468222804367542
41,1.8750000890577212e-05,0.008256638422608376,0.008617608807981014
42,1.8750000890577212e-05,0.008182515390217304,0.008711215108633041
43,1.8750000890577212e-05,0.008327190764248371,0.008085612207651138
44,1.8750000890577212e-05,0.007859527133405209,0.008379732258617878
45,1.8750000890577212e-05,0.007792722433805466,0.008244150318205357
46,1.8750000890577212e-05,0.008082753978669643,0.008430820889770985
47,1.8750000890577212e-05,0.007971299812197685,0.008324303664267063
48,1.8750000890577212e-05,0.007971828803420067,0.008633572608232498
49,9.375000445288606e-06,0.007968606427311897,0.008212621323764324
50,9.375000445288606e-06,0.00806612242013216,0.008349420502781868
51,9.375000445288606e-06,0.008111166767776012,0.008004458621144295
52,9.375000445288606e-06,0.008057608269155025,0.008363937959074974
53,9.375000445288606e-06,0.008004492148756981,0.007886976934969425
54,9.375000445288606e-06,0.0080001475289464,0.008035183884203434
55,9.375000445288606e-06,0.008184225298464298,0.007804215885698795
56,9.375000445288606e-06,0.00783900823444128,0.008388114161789417
57,9.375000445288606e-06,0.007945531979203224,0.008096740581095219
58,9.375000445288606e-06,0.00813803356140852,0.008772769011557102
59,4.687500222644303e-06,0.007998380810022354,0.007942534051835537
60,4.687500222644303e-06,0.007958983071148396,0.008431345224380493
61,4.687500222644303e-06,0.007913537323474884,0.007990436628460884
62,4.687500222644303e-06,0.008086721412837505,0.008211525157094002
63,4.687500222644303e-06,0.007929287850856781,0.008113508112728596
64,2.3437501113221515e-06,0.008118405006825924,0.008239957503974438
65,2.3437501113221515e-06,0.007943338714540005,0.008349132724106312
66,2.3437501113221515e-06,0.008003175258636475,0.007998174987733364
67,2.3437501113221515e-06,0.008003396913409233,0.00814869999885559
68,2.3437501113221515e-06,0.007957514375448227,0.008073476143181324
69,1.1718750556610757e-06,0.008013582788407803,0.008409186266362667
70,1.1718750556610757e-06,0.007994521409273148,0.008266806602478027
71,1.1718750556610757e-06,0.008009017445147038,0.008126713335514069
72,1.1718750556610757e-06,0.007916969247162342,0.007968568243086338
73,1.1718750556610757e-06,0.008079019375145435,0.007943419739603996
74,9.999999974752427e-07,0.007866967469453812,0.008442116901278496
75,9.999999974752427e-07,0.007920718751847744,0.008229520171880722
76,9.999999974752427e-07,0.00797443836927414,0.008508685976266861
77,9.999999974752427e-07,0.007913684472441673,0.008354502730071545
78,9.999999974752427e-07,0.00786284077912569,0.008341916836798191
79,9.999999974752427e-07,0.007954200729727745,0.008266055025160313
80,9.999999974752427e-07,0.008014073595404625,0.008157596923410892
81,9.999999974752427e-07,0.008018692955374718,0.007939879782497883
82,9.999999974752427e-07,0.008143329992890358,0.007753076963126659
83,9.999999974752427e-07,0.008056562393903732,0.008580954745411873
84,9.999999974752427e-07,0.00796059425920248,0.008456972427666187
85,9.999999974752427e-07,0.007926315069198608,0.008163442835211754
86,9.999999974752427e-07,0.00820380449295044,0.008442198857665062
87,9.999999974752427e-07,0.007826496846973896,0.008254826068878174
